Date,Open,High,Low,Close,Adj Close,Volume,Stock
2023-12-14,11.960000038146973,12.739999771118164,11.84000015258789,12.479999542236328,12.479999542236328,0,^VIX
2023-12-15,12.119999885559082,12.539999961853027,12.010000228881836,12.279999732971191,12.279999732971191,0,^VIX
2023-12-18,12.619999885559082,12.640000343322754,12.399999618530273,12.5600004196167,12.5600004196167,0,^VIX
2023-12-19,12.600000381469727,12.600000381469727,12.329999923706055,12.529999732971191,12.529999732971191,0,^VIX
2023-12-20,12.630000114440918,13.930000305175781,12.289999961853027,13.670000076293945,13.670000076293945,0,^VIX
2023-12-21,13.399999618530273,14.489999771118164,13.34000015258789,13.649999618530273,13.649999618530273,0,^VIX
2023-12-22,13.720000267028809,13.960000038146973,13.0,13.029999732971191,13.029999732971191,0,^VIX
2023-12-26,13.770000457763672,13.800000190734863,12.960000038146973,12.989999771118164,12.989999771118164,0,^VIX
2023-12-27,13.020000457763672,13.039999961853027,12.369999885559082,12.430000305175781,12.430000305175781,0,^VIX
2023-12-28,12.4399995803833,12.649999618530273,12.380000114440918,12.470000267028809,12.470000267028809,0,^VIX
2023-12-29,12.550000190734863,13.1899995803833,12.359999656677246,12.449999809265137,12.449999809265137,0,^VIX
2024-01-02,13.220000267028809,14.229999542236328,13.100000381469727,13.199999809265137,13.199999809265137,0,^VIX
2024-01-03,13.350000381469727,14.220000267028809,13.329999923706055,14.039999961853027,14.039999961853027,0,^VIX
2024-01-04,13.930000305175781,14.199999809265137,13.640000343322754,14.130000114440918,14.130000114440918,0,^VIX
2024-01-05,14.239999771118164,14.579999923706055,13.289999961853027,13.350000381469727,13.350000381469727,0,^VIX
2024-01-08,14.0,14.180000305175781,13.020000457763672,13.079999923706055,13.079999923706055,0,^VIX
2024-01-09,13.199999809265137,13.449999809265137,12.739999771118164,12.760000228881836,12.760000228881836,0,^VIX
2024-01-10,12.859999656677246,12.949999809265137,12.670000076293945,12.6899995803833,12.6899995803833,0,^VIX
2024-01-11,12.640000343322754,13.3100004196167,12.350000381469727,12.4399995803833,12.4399995803833,0,^VIX
2024-01-12,12.65999984741211,13.079999923706055,12.470000267028809,12.699999809265137,12.699999809265137,0,^VIX
2024-01-16,14.119999885559082,14.350000381469727,13.520000457763672,13.84000015258789,13.84000015258789,0,^VIX
2024-01-17,14.59000015258789,15.399999618530273,14.380000114440918,14.789999961853027,14.789999961853027,0,^VIX
2024-01-18,14.850000381469727,14.890000343322754,13.890000343322754,14.130000114440918,14.130000114440918,0,^VIX
2024-01-19,13.800000190734863,14.579999923706055,13.279999732971191,13.300000190734863,13.300000190734863,0,^VIX
2024-01-22,13.770000457763672,13.84000015258789,13.170000076293945,13.1899995803833,13.1899995803833,0,^VIX
2024-01-23,13.199999809265137,13.289999961853027,12.529999732971191,12.550000190734863,12.550000190734863,0,^VIX
2024-01-24,12.65999984741211,13.180000305175781,12.40999984741211,13.140000343322754,13.140000343322754,0,^VIX
2024-01-25,13.180000305175781,13.579999923706055,13.0600004196167,13.449999809265137,13.449999809265137,0,^VIX
2024-01-26,13.729999542236328,14.100000381469727,13.199999809265137,13.260000228881836,13.260000228881836,0,^VIX
2024-01-29,13.979999542236328,15.350000381469727,13.59000015258789,13.600000381469727,13.600000381469727,0,^VIX
2024-01-30,13.6899995803833,13.739999771118164,13.229999542236328,13.3100004196167,13.3100004196167,0,^VIX
2024-01-31,13.420000076293945,14.609999656677246,13.180000305175781,14.350000381469727,14.350000381469727,0,^VIX
2024-02-01,14.210000038146973,14.630000114440918,13.869999885559082,13.880000114440918,13.880000114440918,0,^VIX
2024-02-02,13.949999809265137,14.229999542236328,13.390000343322754,13.850000381469727,13.850000381469727,0,^VIX
2024-02-05,14.369999885559082,14.529999732971191,13.579999923706055,13.670000076293945,13.670000076293945,0,^VIX
2024-02-06,13.569999694824219,13.779999732971191,12.979999542236328,13.0600004196167,13.0600004196167,0,^VIX
2024-02-07,13.0600004196167,13.130000114440918,12.8100004196167,12.829999923706055,12.829999923706055,0,^VIX
2024-02-08,12.949999809265137,13.170000076293945,12.739999771118164,12.789999961853027,12.789999961853027,0,^VIX
2024-02-09,12.789999961853027,13.010000228881836,12.6899995803833,12.930000305175781,12.930000305175781,0,^VIX
2024-02-12,13.479999542236328,13.9399995803833,13.34000015258789,13.930000305175781,13.930000305175781,0,^VIX
2024-02-13,13.960000038146973,17.940000534057617,13.430000305175781,15.850000381469727,15.850000381469727,0,^VIX
2024-02-14,15.380000114440918,15.470000267028809,14.220000267028809,14.380000114440918,14.380000114440918,0,^VIX
2024-02-15,14.270000457763672,14.640000343322754,13.9399995803833,14.010000228881836,14.010000228881836,0,^VIX
2024-02-16,13.9399995803833,14.710000038146973,13.75,14.239999771118164,14.239999771118164,0,^VIX
2024-02-20,15.09000015258789,15.90999984741211,15.069999694824219,15.420000076293945,15.420000076293945,0,^VIX
2024-02-21,15.539999961853027,16.1200008392334,15.220000267028809,15.34000015258789,15.34000015258789,0,^VIX
2024-02-22,14.279999732971191,14.640000343322754,14.119999885559082,14.539999961853027,14.539999961853027,0,^VIX
2024-02-23,14.3100004196167,14.3100004196167,13.640000343322754,13.75,13.75,0,^VIX
2024-02-26,14.170000076293945,14.199999809265137,13.65999984741211,13.739999771118164,13.739999771118164,0,^VIX
2024-02-27,13.630000114440918,13.75,13.40999984741211,13.430000305175781,13.430000305175781,0,^VIX
2024-02-28,13.520000457763672,13.899999618530273,13.4399995803833,13.84000015258789,13.84000015258789,0,^VIX
2024-02-29,14.140000343322754,14.149999618530273,13.300000190734863,13.399999618530273,13.399999618530273,0,^VIX
2024-03-01,13.34000015258789,13.65999984741211,13.079999923706055,13.109999656677246,13.109999656677246,0,^VIX
2024-03-04,13.489999771118164,13.579999923706055,13.319999694824219,13.489999771118164,13.489999771118164,0,^VIX
2024-03-05,13.75,15.100000381469727,13.75,14.460000038146973,14.460000038146973,0,^VIX
2024-03-06,14.270000457763672,14.930000305175781,13.890000343322754,14.5,14.5,0,^VIX
2024-03-07,14.979999542236328,14.979999542236328,14.25,14.4399995803833,14.4399995803833,0,^VIX
